id,action block 1,context,simplified sentence 1,partial start time 1,owner 1,original action 1,most similar action 1,speed 1,duration 1,rotation 1,translation 1,target 1,prop 1,location modifier 1,direction modifier 1,manner 1,emotion 1,Action Block 2,simplified sentence 2,partial start time 2,owner 2,original action 2,most similar action 2,speed 2,duration 2,rotation 2,translation 2,target 2,prop 2,location modifier 2,direction modifier 2,manner 2,emotion 2,Action Block 3,simplified sentence 3,partial start time 3,owner 3,original action 3,most similar action 3,speed 3,duration 3,rotation 3,translation 3,target 3,prop 3,location modifier 3,direction modifier 3,manner 3,emotion 3,Action Block 4,simplified sentence 4,partial start time 4,owner 4,original action 4,most similar action 4,speed 4,duration 4,rotation 4,translation 4,target 4,prop 4,location modifier 4,direction modifier 4,manner 4,emotion 4,Action Block 5,simplified sentence 5,partial start time 5,owner 5,original action 5,most similar action 5,speed 5,duration 5,rotation 5,translation 5,target 5,prop 5,location modifier 5,direction modifier 5,manner 5,emotion 5,Action Block 6,simplified sentence 6,partial start time 6,owner 6,original action 6,most similar action 6,speed 6,duration 6,rotation 6,translation 6,target 6,prop 6,location modifier 6,direction modifier 6,manner 6,emotion 6,Action Block 7,simplified sentence 7,partial start time 7,owner 7,original action 7,most similar action 7,speed 7,duration 7,rotation 7,translation 7,target 7,prop 7,location modifier 7,direction modifier 7,manner 7,emotion 7,Action Block 8,simplified sentence 8,partial start time 8,owner 8,original action 8,most similar action 8,speed 8,duration 8,rotation 8,translation 8,target 8,prop 8,location modifier 8,direction modifier 8,manner 8,emotion 8,Action Block 9,simplified sentence 9,partial start time 9,owner 9,original action 9,most similar action 9,speed 9,duration 9,rotation 9,translation 9,target 9,prop 9,location modifier 9,direction modifier 9,manner 9,emotion 9,Action Block 10,simplified sentence 10,partial start time 10,owner 10,original action 10,most similar action 10,speed 10,duration 10,rotation 10,translation 10,target 10,prop 10,location modifier 10,direction modifier 10,manner 10,emotion 10,Action Block 11,simplified sentence 11,partial start time 11,owner 11,original action 11,most similar action 11,speed 11,duration 11,rotation 11,translation 11,target 11,prop 11,location modifier 11,direction modifier 11,manner 11,emotion 11,Action Block 12,simplified sentence 12,partial start time 12,owner 12,original action 12,most similar action 12,speed 12,duration 12,rotation 12,translation 12,target 12,prop 12,location modifier 12,direction modifier 12,manner 12,emotion 12
339,The man laughs. Carl and Russell laugh along nervously.,"VOICE
	You came here in that?
		CARL
	Uh... yeah.
		VOICE
	In a house? A floating house?",The man laughs,0,man,laughs,laugh,neutral,neutral,No,No,null,null,null,null,null,null,The man laughs. Carl and Russell laugh along nervously.,Carl laughs along nervously,1,Carl,laughs,laugh,neutral,neutral,No,No,null,null,null,null,nervously,nerously,The man laughs. Carl and Russell laugh along nervously.,Russell laughs along nervously,1,Russell,laughs,laugh,neutral,neutral,No,No,null,null,null,null,nervously,nervously,The man laughs. Carl and Russell laugh along nervously.,,,,,,,,,,,,,,,,The man laughs. Carl and Russell laugh along nervously.,,,,,,,,,,,,,,,,The man laughs. Carl and Russell laugh along nervously.,,,,,,,,,,,,,,,,The man laughs. Carl and Russell laugh along nervously.,,,,,,,,,,,,,,,,The man laughs. Carl and Russell laugh along nervously.,,,,,,,,,,,,,,,,The man laughs. Carl and Russell laugh along nervously.,,,,,,,,,,,,,,,,The man laughs. Carl and Russell laugh along nervously.,,,,,,,,,,,,,,,,The man laughs. Carl and Russell laugh along nervously.,,,,,,,,,,,,,,,,The man laughs. Carl and Russell laugh along nervously.,,,,,,,,,,,,,,,
340,Muntz gives him the 'thumbs up.',"CARL
	Wait, are you Charles Muntz?!
		MUNTZ
	Well... Yes. 62.
		CARL
	The Charles Muntz?",Muntz gives him the 'thumbs up',0,Muntz,gives,give,neutral,neutral,Yes,No,Carl,thumbs up',null,null,null,null,Muntz gives him the 'thumbs up.',,,,,,,,,,,,,,,,Muntz gives him the 'thumbs up.',,,,,,,,,,,,,,,,Muntz gives him the 'thumbs up.',,,,,,,,,,,,,,,,Muntz gives him the 'thumbs up.',,,,,,,,,,,,,,,,Muntz gives him the 'thumbs up.',,,,,,,,,,,,,,,,Muntz gives him the 'thumbs up.',,,,,,,,,,,,,,,,Muntz gives him the 'thumbs up.',,,,,,,,,,,,,,,,Muntz gives him the 'thumbs up.',,,,,,,,,,,,,,,,Muntz gives him the 'thumbs up.',,,,,,,,,,,,,,,,Muntz gives him the 'thumbs up.',,,,,,,,,,,,,,,,Muntz gives him the 'thumbs up.',,,,,,,,,,,,,,,
341,Carl GIGGLES with glee.,"MUNTZ
	'Adventure is out there!'",Carl GIGGLES with glee,0,Carl,giggles,laugh,neutral,neutral,No,No,,null,null,null,with glee,with glee,Carl GIGGLES with glee.,,,,,,,,,,,,,,,,Carl GIGGLES with glee.,,,,,,,,,,,,,,,,Carl GIGGLES with glee.,,,,,,,,,,,,,,,,Carl GIGGLES with glee.,,,,,,,,,,,,,,,,Carl GIGGLES with glee.,,,,,,,,,,,,,,,,Carl GIGGLES with glee.,,,,,,,,,,,,,,,,Carl GIGGLES with glee.,,,,,,,,,,,,,,,,Carl GIGGLES with glee.,,,,,,,,,,,,,,,,Carl GIGGLES with glee.,,,,,,,,,,,,,,,,Carl GIGGLES with glee.,,,,,,,,,,,,,,,,Carl GIGGLES with glee.,,,,,,,,,,,,,,,
342,"Alpha, Gamma and Beta walk into the dirigible. Dug sits forlornly with a PLASTIC CONE around his neck.",EXT. DIRIGIBLE GANGPLANK - MOMENTS LATER,Alpha walks into the dirigible,0,Alpha,walks,goForward,neutral,neutral,Yes,Yes,dirigible,null,null,into,null,null,"Alpha, Gamma and Beta walk into the dirigible. Dug sits forlornly with a PLASTIC CONE around his neck.",Gamma walks into the dirigible,0,Gamma,walks,goForward,neutral,neutral,Yes,Yes,dirigible,null,null,into,null,null,"Alpha, Gamma and Beta walk into the dirigible. Dug sits forlornly with a PLASTIC CONE around his neck.",Beta walks into the dirigible,0,Beta,walks,goForward,neutral,neutral,Yes,Yes,dirigible,null,null,into,null,null,"Alpha, Gamma and Beta walk into the dirigible. Dug sits forlornly with a PLASTIC CONE around his neck.",Dug sits forlornly with a Plastic Cone around his neck,1,Dug,sits,sit,neutral,neutral,No,No,neck,Plastik Cone,null,null,forlornly,forlornly,"Alpha, Gamma and Beta walk into the dirigible. Dug sits forlornly with a PLASTIC CONE around his neck.",,,,,,,,,,,,,,,,"Alpha, Gamma and Beta walk into the dirigible. Dug sits forlornly with a PLASTIC CONE around his neck.",,,,,,,,,,,,,,,,"Alpha, Gamma and Beta walk into the dirigible. Dug sits forlornly with a PLASTIC CONE around his neck.",,,,,,,,,,,,,,,,"Alpha, Gamma and Beta walk into the dirigible. Dug sits forlornly with a PLASTIC CONE around his neck.",,,,,,,,,,,,,,,,"Alpha, Gamma and Beta walk into the dirigible. Dug sits forlornly with a PLASTIC CONE around his neck.",,,,,,,,,,,,,,,,"Alpha, Gamma and Beta walk into the dirigible. Dug sits forlornly with a PLASTIC CONE around his neck.",,,,,,,,,,,,,,,,"Alpha, Gamma and Beta walk into the dirigible. Dug sits forlornly with a PLASTIC CONE around his neck.",,,,,,,,,,,,,,,,"Alpha, Gamma and Beta walk into the dirigible. Dug sits forlornly with a PLASTIC CONE around his neck.",,,,,,,,,,,,,,,
343,A dog approaches carrying a menu. Muntz waves it off.,"MUNTZ
	Most of the collection is housed in the world's top museums: New York, Munich, London... `Course I kept the best for myself.
		CARL
	Did you ever! Will you look at that?
		MUNTZ
	Oh yes, the Arsinoitherium. Beast charged while I was brushing my teeth. Used my shaving kit to bring him down.",A dog carries a menu,0,dog,carries,push,neutral,neutral,Yes,,menu,null,null,null,null,null,A dog approaches carrying a menu. Muntz waves it off.,Muntz waves it off,1,Muntz,waves,wave,neutral,neutral,Yes,No,dog,null,null,null,null,null,A dog approaches carrying a menu. Muntz waves it off.,,,,,,,,,,,,,,,,A dog approaches carrying a menu. Muntz waves it off.,,,,,,,,,,,,,,,,A dog approaches carrying a menu. Muntz waves it off.,,,,,,,,,,,,,,,,A dog approaches carrying a menu. Muntz waves it off.,,,,,,,,,,,,,,,,A dog approaches carrying a menu. Muntz waves it off.,,,,,,,,,,,,,,,,A dog approaches carrying a menu. Muntz waves it off.,,,,,,,,,,,,,,,,A dog approaches carrying a menu. Muntz waves it off.,,,,,,,,,,,,,,,,A dog approaches carrying a menu. Muntz waves it off.,,,,,,,,,,,,,,,,A dog approaches carrying a menu. Muntz waves it off.,,,,,,,,,,,,,,,,A dog approaches carrying a menu. Muntz waves it off.,,,,,,,,,,,,,,,
344,Dogs pull back chairs for them. They sit. Dog waiters place napkins on their laps.,"MUNTZ
	So how are things stateside? Almost tempted to go back a few times, but I have unfinished work here... Please.",Dogs pull back chairs for them,0,Dogs,pull,push,neutral,neutral,Yes,Yes,them,null,null,back,null,null,Dogs pull back chairs for them. They sit. Dog waiters place napkins on their laps.,They sit,1,they,sit,sit,neutral,neutral,No,No,null,null,null,null,null,null,Dogs pull back chairs for them. They sit. Dog waiters place napkins on their laps.,Dog waiters place napkins on their laps,2,Dog waiter,place,give,neutral,neutral,Yes,No,laps,place napkins,null,on laps,null,null,Dogs pull back chairs for them. They sit. Dog waiters place napkins on their laps.,,,,,,,,,,,,,,,,Dogs pull back chairs for them. They sit. Dog waiters place napkins on their laps.,,,,,,,,,,,,,,,,Dogs pull back chairs for them. They sit. Dog waiters place napkins on their laps.,,,,,,,,,,,,,,,,Dogs pull back chairs for them. They sit. Dog waiters place napkins on their laps.,,,,,,,,,,,,,,,,Dogs pull back chairs for them. They sit. Dog waiters place napkins on their laps.,,,,,,,,,,,,,,,,Dogs pull back chairs for them. They sit. Dog waiters place napkins on their laps.,,,,,,,,,,,,,,,,Dogs pull back chairs for them. They sit. Dog waiters place napkins on their laps.,,,,,,,,,,,,,,,,Dogs pull back chairs for them. They sit. Dog waiters place napkins on their laps.,,,,,,,,,,,,,,,,Dogs pull back chairs for them. They sit. Dog waiters place napkins on their laps.,,,,,,,,,,,,,,,
345,"Dogs bring out covered plates, look at each other, and remove the silver plate covers at the same time. The meals look delicious.","MUNTZ
	I hope you're hungry because Epsilon is the finest chef I've ever had.",Dogs bring out covered plates,0,Dogs,bring,give,neutral,neutral,No,No,covered plates,null,null,out,null,null,"Dogs bring out covered plates, look at each other, and remove the silver plate covers at the same time. The meals look delicious.",Dogs look at each other,1,Dogs,look,look,neutral,neutral,No,No,each other,null,null,null,null,null,"Dogs bring out covered plates, look at each other, and remove the silver plate covers at the same time. The meals look delicious.",Dogs remove the silver plate covers,2,Dogs,remove,collect,neutral,neutral,Yes,No,plate covers,null,null,null,null,null,"Dogs bring out covered plates, look at each other, and remove the silver plate covers at the same time. The meals look delicious.",,,,,,,,,,,,,,,,"Dogs bring out covered plates, look at each other, and remove the silver plate covers at the same time. The meals look delicious.",,,,,,,,,,,,,,,,"Dogs bring out covered plates, look at each other, and remove the silver plate covers at the same time. The meals look delicious.",,,,,,,,,,,,,,,,"Dogs bring out covered plates, look at each other, and remove the silver plate covers at the same time. The meals look delicious.",,,,,,,,,,,,,,,,"Dogs bring out covered plates, look at each other, and remove the silver plate covers at the same time. The meals look delicious.",,,,,,,,,,,,,,,,"Dogs bring out covered plates, look at each other, and remove the silver plate covers at the same time. The meals look delicious.",,,,,,,,,,,,,,,,"Dogs bring out covered plates, look at each other, and remove the silver plate covers at the same time. The meals look delicious.",,,,,,,,,,,,,,,,"Dogs bring out covered plates, look at each other, and remove the silver plate covers at the same time. The meals look delicious.",,,,,,,,,,,,,,,,"Dogs bring out covered plates, look at each other, and remove the silver plate covers at the same time. The meals look delicious.",,,,,,,,,,,,,,,
346,Russell is served a hot dog. His waiter can't resist and eats a bite.,"MUNTZ
	Oh, Epsilon, you've done it again!
		RUSSELL
	Yes!!",Somebody serves Russell a hot dog,0,Somebody,serves,give,neutral,neutral,Yes,No,Russell,hot dog,null,null,null,null,Russell is served a hot dog. His waiter can't resist and eats a bite.,His waiter eats a bite,1,waiter,eats,eat,neutral,neutral,Yes,No,bite,null,null,null,null,null,Russell is served a hot dog. His waiter can't resist and eats a bite.,,,,,,,,,,,,,,,,Russell is served a hot dog. His waiter can't resist and eats a bite.,,,,,,,,,,,,,,,,Russell is served a hot dog. His waiter can't resist and eats a bite.,,,,,,,,,,,,,,,,Russell is served a hot dog. His waiter can't resist and eats a bite.,,,,,,,,,,,,,,,,Russell is served a hot dog. His waiter can't resist and eats a bite.,,,,,,,,,,,,,,,,Russell is served a hot dog. His waiter can't resist and eats a bite.,,,,,,,,,,,,,,,,Russell is served a hot dog. His waiter can't resist and eats a bite.,,,,,,,,,,,,,,,,Russell is served a hot dog. His waiter can't resist and eats a bite.,,,,,,,,,,,,,,,,Russell is served a hot dog. His waiter can't resist and eats a bite.,,,,,,,,,,,,,,,,Russell is served a hot dog. His waiter can't resist and eats a bite.,,,,,,,,,,,,,,,
347,Another dog pours some juice then takes a big slurp from his glass.,"RUSSELL
	Hey!",Another dog pours some juice,0,dog,pours,give,neutral,neutral,Yes,No,juice,null,null,null,null,null,Another dog pours some juice then takes a big slurp from his glass.,then takes a big slurp from his glass,1,dog,slurps,drink,neutral,neutral,Yes,No,glass,null,null,null,null,null,Another dog pours some juice then takes a big slurp from his glass.,,,,,,,,,,,,,,,,Another dog pours some juice then takes a big slurp from his glass.,,,,,,,,,,,,,,,,Another dog pours some juice then takes a big slurp from his glass.,,,,,,,,,,,,,,,,Another dog pours some juice then takes a big slurp from his glass.,,,,,,,,,,,,,,,,Another dog pours some juice then takes a big slurp from his glass.,,,,,,,,,,,,,,,,Another dog pours some juice then takes a big slurp from his glass.,,,,,,,,,,,,,,,,Another dog pours some juice then takes a big slurp from his glass.,,,,,,,,,,,,,,,,Another dog pours some juice then takes a big slurp from his glass.,,,,,,,,,,,,,,,,Another dog pours some juice then takes a big slurp from his glass.,,,,,,,,,,,,,,,,Another dog pours some juice then takes a big slurp from his glass.,,,,,,,,,,,,,,,
348,Muntz picks up a lantern and walks to the back of the room.,"RUSSELL
	Hey!
		MUNTZ
		(CONT'D)
	Shouldn't've used that word... Having guests is a delight. More often I get thieves, come to steal what's rightfully mine.
		CARL
	No!",Muntz picks up a lantern,0,Muntz,picks,pick,neutral,neutral,Yes,No,lantern,null,null,up,null,null,Muntz picks up a lantern and walks to the back of the room.,Muntz walks to the back of the room,1,Muntz,walks,goForward,neutral,neutral,Yes,Yes,room,null,null,to back,null,null,Muntz picks up a lantern and walks to the back of the room.,,,,,,,,,,,,,,,,Muntz picks up a lantern and walks to the back of the room.,,,,,,,,,,,,,,,,Muntz picks up a lantern and walks to the back of the room.,,,,,,,,,,,,,,,,Muntz picks up a lantern and walks to the back of the room.,,,,,,,,,,,,,,,,Muntz picks up a lantern and walks to the back of the room.,,,,,,,,,,,,,,,,Muntz picks up a lantern and walks to the back of the room.,,,,,,,,,,,,,,,,Muntz picks up a lantern and walks to the back of the room.,,,,,,,,,,,,,,,,Muntz picks up a lantern and walks to the back of the room.,,,,,,,,,,,,,,,,Muntz picks up a lantern and walks to the back of the room.,,,,,,,,,,,,,,,,Muntz picks up a lantern and walks to the back of the room.,,,,,,,,,,,,,,,
349,"Carl glances around nervously. Out the window, sitting on the roof of his house, sits THE","MUNTZ
	That's the best one yet. I can't wait to hear how it ends.",Carl glances around nervously,0,Carl,glances,look,neutral,neutral,Yes,No,null,null,null,around,nervously,nervously,"Carl glances around nervously. Out the window, sitting on the roof of his house, sits THE",,,,,,,,,,,,,,,,"Carl glances around nervously. Out the window, sitting on the roof of his house, sits THE",,,,,,,,,,,,,,,,"Carl glances around nervously. Out the window, sitting on the roof of his house, sits THE",,,,,,,,,,,,,,,,"Carl glances around nervously. Out the window, sitting on the roof of his house, sits THE",,,,,,,,,,,,,,,,"Carl glances around nervously. Out the window, sitting on the roof of his house, sits THE",,,,,,,,,,,,,,,,"Carl glances around nervously. Out the window, sitting on the roof of his house, sits THE",,,,,,,,,,,,,,,,"Carl glances around nervously. Out the window, sitting on the roof of his house, sits THE",,,,,,,,,,,,,,,,"Carl glances around nervously. Out the window, sitting on the roof of his house, sits THE",,,,,,,,,,,,,,,,"Carl glances around nervously. Out the window, sitting on the roof of his house, sits THE",,,,,,,,,,,,,,,,"Carl glances around nervously. Out the window, sitting on the roof of his house, sits THE",,,,,,,,,,,,,,,,"Carl glances around nervously. Out the window, sitting on the roof of his house, sits THE",,,,,,,,,,,,,,,
350,Carl gets up and pulls Russell from the table.,"BIRD!
		CARL
	Well! It's been a wonderful evening, but we'd better be going.",Carl gets up,0,Carl,gets,go,neutral,neutral,Yes,No,null,null,null,up,null,null,Carl gets up and pulls Russell from the table.,Carl pulls Russell from the table,1,Carl,pulls,collect,neutral,neutral,Yes,No,table,Russell,null,from table,null,null,Carl gets up and pulls Russell from the table.,,,,,,,,,,,,,,,,Carl gets up and pulls Russell from the table.,,,,,,,,,,,,,,,,Carl gets up and pulls Russell from the table.,,,,,,,,,,,,,,,,Carl gets up and pulls Russell from the table.,,,,,,,,,,,,,,,,Carl gets up and pulls Russell from the table.,,,,,,,,,,,,,,,,Carl gets up and pulls Russell from the table.,,,,,,,,,,,,,,,,Carl gets up and pulls Russell from the table.,,,,,,,,,,,,,,,,Carl gets up and pulls Russell from the table.,,,,,,,,,,,,,,,,Carl gets up and pulls Russell from the table.,,,,,,,,,,,,,,,,Carl gets up and pulls Russell from the table.,,,,,,,,,,,,,,,
351,Muntz walks to the window and looks out. Atop the roof he sees THE BIRD.,"RUSSELL
	Kevin?",Muntz walks to the window,0,Muntz,walks,goForward,neutral,neutral,Yes,Yes,window,null,null,to window,null,null,Muntz walks to the window and looks out. Atop the roof he sees THE BIRD.,Muntz looks out,1,Muntz,looks,look,neutral,neutral,No,No,null,null,null,out,null,null,Muntz walks to the window and looks out. Atop the roof he sees THE BIRD.,Atop the roof he sees THE BIRD,2,Muntz,sees,look,neutral,neutral,No,No,BIRD,null,null,null,null,null,Muntz walks to the window and looks out. Atop the roof he sees THE BIRD.,,,,,,,,,,,,,,,,Muntz walks to the window and looks out. Atop the roof he sees THE BIRD.,,,,,,,,,,,,,,,,Muntz walks to the window and looks out. Atop the roof he sees THE BIRD.,,,,,,,,,,,,,,,,Muntz walks to the window and looks out. Atop the roof he sees THE BIRD.,,,,,,,,,,,,,,,,Muntz walks to the window and looks out. Atop the roof he sees THE BIRD.,,,,,,,,,,,,,,,,Muntz walks to the window and looks out. Atop the roof he sees THE BIRD.,,,,,,,,,,,,,,,,Muntz walks to the window and looks out. Atop the roof he sees THE BIRD.,,,,,,,,,,,,,,,,Muntz walks to the window and looks out. Atop the roof he sees THE BIRD.,,,,,,,,,,,,,,,,Muntz walks to the window and looks out. Atop the roof he sees THE BIRD.,,,,,,,,,,,,,,,
352,He turns back to Carl... but they're gone.,"MUNTZ
	It's here.",He turns to Carl,0,Muntz,turns,turn,neutral,neutral,Yes,No,Carl,null,null,null,null,null,He turns back to Carl... but they're gone.,,,,,,,,,,,,,,,,He turns back to Carl... but they're gone.,,,,,,,,,,,,,,,,He turns back to Carl... but they're gone.,,,,,,,,,,,,,,,,He turns back to Carl... but they're gone.,,,,,,,,,,,,,,,,He turns back to Carl... but they're gone.,,,,,,,,,,,,,,,,He turns back to Carl... but they're gone.,,,,,,,,,,,,,,,,He turns back to Carl... but they're gone.,,,,,,,,,,,,,,,,He turns back to Carl... but they're gone.,,,,,,,,,,,,,,,,He turns back to Carl... but they're gone.,,,,,,,,,,,,,,,,He turns back to Carl... but they're gone.,,,,,,,,,,,,,,,,He turns back to Carl... but they're gone.,,,,,,,,,,,,,,,
353,The dogs close in on Russell. Alpha bites at his heels. Carl fends off Alpha with his cane.,"EXT. MOUNTAIN, CANYON - CONTINUOUS",The dogs close in on Russell,0,dogs,close,close,neutral,neutral,Yes,Yes,Russell,null,null,null,null,null,The dogs close in on Russell. Alpha bites at his heels. Carl fends off Alpha with his cane.,Alpha bites at his heels,1,Alpha,bites,eat,neutral,neutral,Yes,No,heels,null,null,null,null,null,The dogs close in on Russell. Alpha bites at his heels. Carl fends off Alpha with his cane.,Carl fends off Alpha with his cane,2,Carl,fends,wave,neutral,neutral,Yes,No,Alpha,cane,null,null,null,null,The dogs close in on Russell. Alpha bites at his heels. Carl fends off Alpha with his cane.,,,,,,,,,,,,,,,,The dogs close in on Russell. Alpha bites at his heels. Carl fends off Alpha with his cane.,,,,,,,,,,,,,,,,The dogs close in on Russell. Alpha bites at his heels. Carl fends off Alpha with his cane.,,,,,,,,,,,,,,,,The dogs close in on Russell. Alpha bites at his heels. Carl fends off Alpha with his cane.,,,,,,,,,,,,,,,,The dogs close in on Russell. Alpha bites at his heels. Carl fends off Alpha with his cane.,,,,,,,,,,,,,,,,The dogs close in on Russell. Alpha bites at his heels. Carl fends off Alpha with his cane.,,,,,,,,,,,,,,,,The dogs close in on Russell. Alpha bites at his heels. Carl fends off Alpha with his cane.,,,,,,,,,,,,,,,,The dogs close in on Russell. Alpha bites at his heels. Carl fends off Alpha with his cane.,,,,,,,,,,,,,,,,The dogs close in on Russell. Alpha bites at his heels. Carl fends off Alpha with his cane.,,,,,,,,,,,,,,,
354,Dug jumps down to block the path of the approaching dogs.,"DUG
	Go on Master! I will stop the dogs!",Dug jumps down,0,Dug,jumps,jump,neutral,neutral,Yes,No,null,null,null,down,null,null,Dug jumps down to block the path of the approaching dogs.,,,,,,,,,,,,,,,,Dug jumps down to block the path of the approaching dogs.,,,,,,,,,,,,,,,,Dug jumps down to block the path of the approaching dogs.,,,,,,,,,,,,,,,,Dug jumps down to block the path of the approaching dogs.,,,,,,,,,,,,,,,,Dug jumps down to block the path of the approaching dogs.,,,,,,,,,,,,,,,,Dug jumps down to block the path of the approaching dogs.,,,,,,,,,,,,,,,,Dug jumps down to block the path of the approaching dogs.,,,,,,,,,,,,,,,,Dug jumps down to block the path of the approaching dogs.,,,,,,,,,,,,,,,,Dug jumps down to block the path of the approaching dogs.,,,,,,,,,,,,,,,,Dug jumps down to block the path of the approaching dogs.,,,,,,,,,,,,,,,,Dug jumps down to block the path of the approaching dogs.,,,,,,,,,,,,,,,
355,"DUG'S COLLAR SCREEN powers on, and a signal zeroes in on Dug's location. Dug, oblivious, looks out over the landscape, sniffing. Carl and Russell peek out from behind a tree.","CUT TO:
			EXT. MOUNTAIN - NIGHT - CONTINUOUS",DUG'S COLLAR SCREEN powers on,0,DUG'S COLLAR SCREEN,powers,go,neutral,neutral,No,No,null,null,null,null,null,null,"DUG'S COLLAR SCREEN powers on, and a signal zeroes in on Dug's location. Dug, oblivious, looks out over the landscape, sniffing. Carl and Russell peek out from behind a tree.",a signal zeroes in on Dug's collar,1,signal,zeroes,search,neutral,neutral,Yes,No,Dug's collar,null,null,null,null,null,"DUG'S COLLAR SCREEN powers on, and a signal zeroes in on Dug's location. Dug, oblivious, looks out over the landscape, sniffing. Carl and Russell peek out from behind a tree.","Dug, oblivious, looks out over the landscape",2,Dug,looks,look,neutral,neutral,No,No,landscape,null,null,over,oblivious,oblivious,"DUG'S COLLAR SCREEN powers on, and a signal zeroes in on Dug's location. Dug, oblivious, looks out over the landscape, sniffing. Carl and Russell peek out from behind a tree.",Dug sniffs,2,Dug,sniffs,sneeze,fast ,short,Yes,No,null,null,null,null,null,null,"DUG'S COLLAR SCREEN powers on, and a signal zeroes in on Dug's location. Dug, oblivious, looks out over the landscape, sniffing. Carl and Russell peek out from behind a tree.",Carl peeks out from behind a tree,3,Carl,peeks,look,neutral,neutral,No,No,tree,null,behind tree,from behind,null,null,"DUG'S COLLAR SCREEN powers on, and a signal zeroes in on Dug's location. Dug, oblivious, looks out over the landscape, sniffing. Carl and Russell peek out from behind a tree.",Russell peeks out from behind a tree,3,Russell,peeks,look,neutral,neutral,No,No,tree,null,behind  tree,from behind,null,null,"DUG'S COLLAR SCREEN powers on, and a signal zeroes in on Dug's location. Dug, oblivious, looks out over the landscape, sniffing. Carl and Russell peek out from behind a tree.",,,,,,,,,,,,,,,,"DUG'S COLLAR SCREEN powers on, and a signal zeroes in on Dug's location. Dug, oblivious, looks out over the landscape, sniffing. Carl and Russell peek out from behind a tree.",,,,,,,,,,,,,,,,"DUG'S COLLAR SCREEN powers on, and a signal zeroes in on Dug's location. Dug, oblivious, looks out over the landscape, sniffing. Carl and Russell peek out from behind a tree.",,,,,,,,,,,,,,,,"DUG'S COLLAR SCREEN powers on, and a signal zeroes in on Dug's location. Dug, oblivious, looks out over the landscape, sniffing. Carl and Russell peek out from behind a tree.",,,,,,,,,,,,,,,,"DUG'S COLLAR SCREEN powers on, and a signal zeroes in on Dug's location. Dug, oblivious, looks out over the landscape, sniffing. Carl and Russell peek out from behind a tree.",,,,,,,,,,,,,,,,"DUG'S COLLAR SCREEN powers on, and a signal zeroes in on Dug's location. Dug, oblivious, looks out over the landscape, sniffing. Carl and Russell peek out from behind a tree.",,,,,,,,,,,,,,,
356,Kevin goes back to sleep. Russell looks at her BANDAGED LEG.,"RUSSELL
	You okay, Kevin?",Kevin sleeps,0,Kevin,sleeps,sleep,neutral,neutral,No,No,null,null,null,null,null,null,Kevin goes back to sleep. Russell looks at her BANDAGED LEG.,Russell looks at her BANDAGED LEG,1,Russell,looks,look,neutral,neutral,No,No,BANDAGED LEG,null,null,at leg,null,null,Kevin goes back to sleep. Russell looks at her BANDAGED LEG.,,,,,,,,,,,,,,,,Kevin goes back to sleep. Russell looks at her BANDAGED LEG.,,,,,,,,,,,,,,,,Kevin goes back to sleep. Russell looks at her BANDAGED LEG.,,,,,,,,,,,,,,,,Kevin goes back to sleep. Russell looks at her BANDAGED LEG.,,,,,,,,,,,,,,,,Kevin goes back to sleep. Russell looks at her BANDAGED LEG.,,,,,,,,,,,,,,,,Kevin goes back to sleep. Russell looks at her BANDAGED LEG.,,,,,,,,,,,,,,,,Kevin goes back to sleep. Russell looks at her BANDAGED LEG.,,,,,,,,,,,,,,,,Kevin goes back to sleep. Russell looks at her BANDAGED LEG.,,,,,,,,,,,,,,,,Kevin goes back to sleep. Russell looks at her BANDAGED LEG.,,,,,,,,,,,,,,,,Kevin goes back to sleep. Russell looks at her BANDAGED LEG.,,,,,,,,,,,,,,,
